pickup_address,delivery_address,order_value,payment_method,weather_condition,phone_number,failed
"Central Warehouse, Kathmandu","Ward 8, Jawalakhel, Lalitpur",1078.79,prepaid,normal,9832357605,0
"Central Warehouse, Kathmandu","Ward 22, Lakeside, Pokhara",1211.77,online,rainy,9821004047,0
"Central Warehouse, Kathmandu","Ward 31, Main Road, Biratnagar",1488.01,COD,normal,9888822721,0
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",3444.8,prepaid,rainy,9896304839,0
"Central Warehouse, Kathmandu","Ward 13, Lakeside, Pokhara",1356.03,COD,extreme,9886708696,0
"Central Warehouse, Kathmandu","Ward 31, Lakeside, Pokhara",1674.72,cod,extreme,9874212472,1
"Central Warehouse, Kathmandu","Ward 29, Jawalakhel, Lalitpur",3766.72,prepaid,extreme,9868933918,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",734.52,COD,foggy,9886325091,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1958.64,prepaid,normal,9865337675,1
"Central Warehouse, Kathmandu","Ward 19, Main Road, Biratnagar",3489.41,prepaid,clear,9844217808,0
"Central Warehouse, Kathmandu","Ward 17, Patan Durbar Square, Lalitpur",2203.4,online,foggy,9862783843,0
"Central Warehouse, Kathmandu","Ward 13, Patan Durbar Square, Lalitpur",3976.69,cod,clear,9863511151,0
"Central Warehouse, Kathmandu","Ward 6, Patan Durbar Square, Lalitpur",4792.74,cod,clear,9844055202,1
"Central Warehouse, Kathmandu","Ward 31, Durbar Square, Bhaktapur",728.5,cod,clear,9845513014,1
"Central Warehouse, Kathmandu","Ward 11, Jawalakhel, Lalitpur",4893.77,COD,foggy,9860156487,0
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",3519.4,cod,normal,9888736212,1
"Central Warehouse, Kathmandu","Ward 6, Patan Durbar Square, Lalitpur",4554.66,online,foggy,9815925153,0
"Central Warehouse, Kathmandu","Ward 13, Thamel, Kathmandu",475.16,COD,clear,9891106536,0
"Central Warehouse, Kathmandu","Ward 22, Durbar Square, Bhaktapur",4787.94,cod,clear,9878417685,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1262.4,cod,clear,9834594293,0
"Central Warehouse, Kathmandu","Ward 23, Thamel, Kathmandu",2456.71,prepaid,clear,9810018967,0
"Central Warehouse, Kathmandu","Ward 26, Thamel, Kathmandu",1185.92,prepaid,extreme,9878858700,1
"Central Warehouse, Kathmandu","Ward 19, Jawalakhel, Lalitpur",4210.12,online,foggy,9828024925,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4207.66,cod,extreme,9817048801,1
"Central Warehouse, Kathmandu","Ward 15, Main Road, Biratnagar",3549.18,prepaid,extreme,9859172839,0
"Central Warehouse, Kathmandu","Ward 10, Main Road, Biratnagar",4873.88,online,foggy,9814506401,1
"Central Warehouse, Kathmandu","Ward 32, Patan Durbar Square, Lalitpur",1167.63,cod,normal,9831129949,1
"Central Warehouse, Kathmandu","Ward 12, Thamel, Kathmandu",3167.37,cod,normal,9885029429,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",385.36,COD,normal,9818545573,0
"Central Warehouse, Kathmandu","Ward 31, Jawalakhel, Lalitpur",3433.23,online,extreme,9851471380,1
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",2959.24,online,foggy,9810322303,0
"Central Warehouse, Kathmandu","Ward 18, Patan Durbar Square, Lalitpur",3819.3,prepaid,extreme,9870214769,1
"Central Warehouse, Kathmandu","Ward 6, Patan Durbar Square, Lalitpur",555.06,prepaid,normal,9823347934,0
"Central Warehouse, Kathmandu","Ward 31, Main Road, Biratnagar",1358.54,cod,normal,9893270687,0
"Central Warehouse, Kathmandu","Ward 16, Lakeside, Pokhara",1032.36,prepaid,foggy,9816407276,1
"Central Warehouse, Kathmandu","Ward 19, Jawalakhel, Lalitpur",955.0,prepaid,normal,9876236814,0
"Central Warehouse, Kathmandu","Ward 26, Jawalakhel, Lalitpur",1603.48,COD,foggy,9896029606,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3562.95,cod,foggy,9893935543,0
"Central Warehouse, Kathmandu","Ward 5, Jawalakhel, Lalitpur",260.33,online,extreme,9893563032,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1533.09,online,rainy,9893156176,0
"Central Warehouse, Kathmandu","Ward 12, Durbar Square, Bhaktapur",2450.88,COD,foggy,9820252065,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3149.38,prepaid,clear,9890496929,0
"Central Warehouse, Kathmandu","Ward 3, Jawalakhel, Lalitpur",1921.25,COD,extreme,9836087398,1
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",4213.23,cod,foggy,9869983503,1
"Central Warehouse, Kathmandu","Ward 6, Lakeside, Pokhara",2298.25,prepaid,normal,9865608954,0
"Central Warehouse, Kathmandu","Ward 5, Main Road, Biratnagar",604.14,prepaid,extreme,9891332458,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3490.61,prepaid,extreme,9897702750,1
"Central Warehouse, Kathmandu","Ward 22, Baneshwor, Kathmandu",860.72,cod,extreme,9810133651,1
"Central Warehouse, Kathmandu","Ward 31, Baneshwor, Kathmandu",179.87,online,extreme,9878329479,1
"Central Warehouse, Kathmandu","Ward 27, Main Road, Biratnagar",2684.74,COD,rainy,9843958258,1
"Central Warehouse, Kathmandu","Ward 30, Patan Durbar Square, Lalitpur",3568.6,cod,rainy,9825880940,0
"Central Warehouse, Kathmandu","Ward 23, Thamel, Kathmandu",649.73,cod,clear,9870261053,0
"Central Warehouse, Kathmandu","Ward 31, Lakeside, Pokhara",3820.36,cod,extreme,9870616030,0
"Central Warehouse, Kathmandu","Ward 7, Jawalakhel, Lalitpur",467.69,online,foggy,9856952582,1
"Central Warehouse, Kathmandu","Ward 15, Thamel, Kathmandu",3839.29,online,extreme,9853818953,0
"Central Warehouse, Kathmandu","Ward 4, Main Road, Biratnagar",813.61,online,clear,9826130910,0
"Central Warehouse, Kathmandu","Ward 18, Baneshwor, Kathmandu",3067.26,online,foggy,9888844831,0
"Central Warehouse, Kathmandu","Ward 6, Durbar Square, Bhaktapur",4807.86,online,normal,9840667055,0
"Central Warehouse, Kathmandu","Ward 19, Thamel, Kathmandu",3795.76,prepaid,clear,9854550211,0
"Central Warehouse, Kathmandu","Ward 13, Patan Durbar Square, Lalitpur",3450.35,COD,foggy,9812067921,1
"Central Warehouse, Kathmandu","Ward 9, Patan Durbar Square, Lalitpur",3424.33,COD,rainy,9871379243,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",769.41,COD,normal,9837259600,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2049.16,COD,foggy,9844486714,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3422.89,COD,clear,9817631679,0
"Central Warehouse, Kathmandu","Ward 23, Main Road, Biratnagar",4604.81,online,foggy,9829459438,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",590.73,online,foggy,9834083350,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1266.44,prepaid,rainy,9872695011,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4991.86,online,foggy,9842013477,0
"Central Warehouse, Kathmandu","Ward 31, Jawalakhel, Lalitpur",2873.49,prepaid,foggy,9839982790,1
"Central Warehouse, Kathmandu","Ward 26, Thamel, Kathmandu",3977.1,online,normal,9843610422,0
"Central Warehouse, Kathmandu","Ward 14, Lakeside, Pokhara",3348.5,COD,clear,9896488151,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3252.64,COD,foggy,9861509003,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3602.8,cod,extreme,9886472225,1
"Central Warehouse, Kathmandu","Ward 29, Patan Durbar Square, Lalitpur",4879.29,online,extreme,9877221785,0
"Central Warehouse, Kathmandu","Ward 6, Jawalakhel, Lalitpur",1045.7,online,normal,9825025113,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3676.83,online,foggy,9887107911,1
"Central Warehouse, Kathmandu","Ward 21, Baneshwor, Kathmandu",2213.67,COD,extreme,9850027654,1
"Central Warehouse, Kathmandu","Ward 29, Main Road, Biratnagar",3063.71,online,normal,9895425854,0
"Central Warehouse, Kathmandu","Ward 22, Patan Durbar Square, Lalitpur",3856.88,COD,normal,9885368241,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4368.52,prepaid,normal,9879434044,0
"Central Warehouse, Kathmandu","Ward 14, Thamel, Kathmandu",2133.08,online,extreme,9815967577,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4840.48,COD,foggy,9886207712,1
"Central Warehouse, Kathmandu","Ward 7, Durbar Square, Bhaktapur",2861.51,prepaid,foggy,9848473473,0
"Central Warehouse, Kathmandu","Ward 9, Patan Durbar Square, Lalitpur",1075.58,prepaid,normal,9817571523,0
"Central Warehouse, Kathmandu","Ward 2, Lakeside, Pokhara",672.0,cod,extreme,9885224890,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",859.56,cod,foggy,9894594906,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2935.13,COD,foggy,9844792590,1
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",4586.91,cod,extreme,9864849753,1
"Central Warehouse, Kathmandu","Ward 13, Durbar Square, Bhaktapur",2472.37,cod,foggy,9815914221,1
"Central Warehouse, Kathmandu","Ward 20, Thamel, Kathmandu",4706.82,prepaid,foggy,9854123659,1
"Central Warehouse, Kathmandu","Ward 17, Patan Durbar Square, Lalitpur",2839.22,cod,foggy,9849308382,1
"Central Warehouse, Kathmandu","Ward 27, Patan Durbar Square, Lalitpur",1565.37,online,foggy,9844284441,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3797.07,cod,normal,9857555493,1
"Central Warehouse, Kathmandu","Ward 28, Baneshwor, Kathmandu",3362.97,prepaid,normal,9838258804,0
"Central Warehouse, Kathmandu","Ward 3, Baneshwor, Kathmandu",4706.56,COD,normal,9840171168,0
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",1683.5,COD,normal,9826686190,0
"Central Warehouse, Kathmandu","Ward 19, Main Road, Biratnagar",2767.75,online,clear,9868097507,0
"Central Warehouse, Kathmandu","Ward 7, Main Road, Biratnagar",891.87,cod,extreme,9819993870,0
"Central Warehouse, Kathmandu","Ward 5, Durbar Square, Bhaktapur",2270.55,prepaid,extreme,9825105746,1
"Central Warehouse, Kathmandu","Ward 6, Patan Durbar Square, Lalitpur",2497.48,cod,normal,9820361236,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2831.85,cod,foggy,9852754463,1
"Central Warehouse, Kathmandu","Ward 30, Jawalakhel, Lalitpur",1424.86,cod,extreme,9827692503,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4835.24,COD,rainy,9885796239,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4714.49,prepaid,rainy,9890759511,1
"Central Warehouse, Kathmandu","Ward 25, Thamel, Kathmandu",4866.93,prepaid,extreme,9854043903,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1491.72,online,extreme,9834667763,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",855.84,online,extreme,9865771064,0
"Central Warehouse, Kathmandu","Ward 18, Durbar Square, Bhaktapur",2813.05,COD,rainy,9875981129,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3761.78,cod,extreme,9866527373,0
"Central Warehouse, Kathmandu","Ward 28, Baneshwor, Kathmandu",2264.32,cod,foggy,9842942229,1
"Central Warehouse, Kathmandu","Ward 32, Durbar Square, Bhaktapur",4096.52,COD,rainy,9882206000,1
"Central Warehouse, Kathmandu","Ward 15, Main Road, Biratnagar",4471.82,online,foggy,9877017326,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1721.81,cod,extreme,9848879313,0
"Central Warehouse, Kathmandu","Ward 15, Thamel, Kathmandu",759.3,COD,rainy,9849266953,1
"Central Warehouse, Kathmandu","Ward 5, Jawalakhel, Lalitpur",895.47,online,normal,9889160643,1
"Central Warehouse, Kathmandu","Ward 10, Durbar Square, Bhaktapur",758.66,prepaid,foggy,9848031385,0
"Central Warehouse, Kathmandu","Ward 3, Thamel, Kathmandu",3437.84,cod,foggy,9843895604,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",229.11,online,foggy,9839855612,1
"Central Warehouse, Kathmandu","Ward 18, Main Road, Biratnagar",1729.97,prepaid,extreme,9863704026,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4414.31,COD,rainy,9819515499,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1489.07,prepaid,foggy,9897588334,1
"Central Warehouse, Kathmandu","Ward 20, Main Road, Biratnagar",717.99,online,foggy,9814378404,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1992.03,cod,rainy,9814323754,1
"Central Warehouse, Kathmandu","Ward 3, Baneshwor, Kathmandu",2265.61,prepaid,extreme,9810462249,0
"Central Warehouse, Kathmandu","Ward 10, Durbar Square, Bhaktapur",544.64,COD,clear,9860267529,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3631.24,cod,foggy,9812015620,0
"Central Warehouse, Kathmandu","Ward 22, Lakeside, Pokhara",2407.42,COD,clear,9880337397,1
"Central Warehouse, Kathmandu","Ward 6, Lakeside, Pokhara",1559.81,cod,extreme,9892039351,0
"Central Warehouse, Kathmandu","Ward 23, Durbar Square, Bhaktapur",689.55,COD,clear,9866299818,0
"Central Warehouse, Kathmandu","Ward 26, Main Road, Biratnagar",1644.8,prepaid,clear,9819015482,0
"Central Warehouse, Kathmandu","Ward 4, Lakeside, Pokhara",1252.61,cod,foggy,9886076559,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",954.87,online,foggy,9847415354,0
"Central Warehouse, Kathmandu","Ward 7, Lakeside, Pokhara",2220.22,cod,extreme,9875953952,1
"Central Warehouse, Kathmandu","Ward 9, Main Road, Biratnagar",1667.81,cod,extreme,9853821859,1
"Central Warehouse, Kathmandu","Ward 10, Baneshwor, Kathmandu",2914.12,COD,extreme,9818916683,1
"Central Warehouse, Kathmandu","Ward 4, Baneshwor, Kathmandu",4645.12,COD,foggy,9885215134,1
"Central Warehouse, Kathmandu","Ward 18, Baneshwor, Kathmandu",152.82,COD,extreme,9844258544,1
"Central Warehouse, Kathmandu","Ward 17, Lakeside, Pokhara",3412.43,online,extreme,9892075392,1
"Central Warehouse, Kathmandu","Ward 18, Main Road, Biratnagar",2136.76,cod,foggy,9839693127,0
"Central Warehouse, Kathmandu","Ward 20, Jawalakhel, Lalitpur",2555.38,online,rainy,9841591591,1
"Central Warehouse, Kathmandu","Ward 3, Jawalakhel, Lalitpur",1783.81,COD,foggy,9833500802,0
"Central Warehouse, Kathmandu","Ward 23, Thamel, Kathmandu",1671.67,prepaid,rainy,9828498114,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1949.06,online,clear,9848117765,1
"Central Warehouse, Kathmandu","Ward 4, Jawalakhel, Lalitpur",2010.63,prepaid,foggy,9829781928,1
"Central Warehouse, Kathmandu","Ward 2, Lakeside, Pokhara",229.2,COD,extreme,9889964354,1
"Central Warehouse, Kathmandu","Ward 15, Lakeside, Pokhara",1734.15,COD,clear,9836465660,1
"Central Warehouse, Kathmandu","Ward 8, Thamel, Kathmandu",2018.36,prepaid,foggy,9839072047,1
"Central Warehouse, Kathmandu","Ward 26, Jawalakhel, Lalitpur",4491.68,COD,extreme,9881188651,0
"Central Warehouse, Kathmandu","Ward 14, Jawalakhel, Lalitpur",1808.65,COD,rainy,9892792203,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",447.05,cod,foggy,9847497799,1
"Central Warehouse, Kathmandu","Ward 15, Patan Durbar Square, Lalitpur",2306.72,cod,rainy,9844104116,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",3889.82,COD,normal,9811907921,0
"Central Warehouse, Kathmandu","Ward 4, Baneshwor, Kathmandu",1439.72,online,foggy,9813828516,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2436.57,online,foggy,9872290202,1
"Central Warehouse, Kathmandu","Ward 5, Patan Durbar Square, Lalitpur",1383.72,cod,foggy,9818505311,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2136.54,cod,extreme,9880030472,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",145.54,cod,normal,9863301737,0
"Central Warehouse, Kathmandu","Ward 10, Thamel, Kathmandu",2485.57,COD,clear,9885577389,1
"Central Warehouse, Kathmandu","Ward 24, Thamel, Kathmandu",1536.44,COD,normal,9843336501,0
"Central Warehouse, Kathmandu","Ward 14, Jawalakhel, Lalitpur",3849.55,cod,rainy,9871537854,1
"Central Warehouse, Kathmandu","Ward 3, Jawalakhel, Lalitpur",2519.21,prepaid,clear,9894313912,1
"Central Warehouse, Kathmandu","Ward 14, Lakeside, Pokhara",1203.66,online,rainy,9823881753,0
"Central Warehouse, Kathmandu","Ward 13, Lakeside, Pokhara",968.67,cod,clear,9893855098,0
"Central Warehouse, Kathmandu","Ward 15, Main Road, Biratnagar",711.12,COD,foggy,9891039761,0
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",2732.04,prepaid,normal,9896808918,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1183.83,online,rainy,9885335792,0
"Central Warehouse, Kathmandu","Ward 18, Patan Durbar Square, Lalitpur",177.08,prepaid,extreme,9856418961,0
"Central Warehouse, Kathmandu","Ward 6, Patan Durbar Square, Lalitpur",1060.79,prepaid,normal,9825327235,0
"Central Warehouse, Kathmandu","Ward 22, Thamel, Kathmandu",1140.01,COD,rainy,9819713708,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4366.43,prepaid,normal,9847701770,0
"Central Warehouse, Kathmandu","Ward 5, Jawalakhel, Lalitpur",1448.62,COD,rainy,9884582996,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",1814.48,COD,normal,9875943938,0
"Central Warehouse, Kathmandu","Ward 27, Lakeside, Pokhara",3100.78,online,extreme,9842254194,0
"Central Warehouse, Kathmandu","Ward 25, Thamel, Kathmandu",1983.55,COD,normal,9871926934,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2334.02,prepaid,extreme,9863700684,1
"Central Warehouse, Kathmandu","Ward 30, Jawalakhel, Lalitpur",3437.37,cod,foggy,9868244015,0
"Central Warehouse, Kathmandu","Ward 18, Main Road, Biratnagar",4935.37,prepaid,normal,9817668451,0
"Central Warehouse, Kathmandu","Ward 28, Patan Durbar Square, Lalitpur",612.24,cod,extreme,9886780875,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1283.35,cod,foggy,9870330019,1
"Central Warehouse, Kathmandu","Ward 17, Jawalakhel, Lalitpur",4016.06,COD,normal,9823211105,1
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",2056.89,online,foggy,9826712437,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3277.3,cod,normal,9817909361,1
"Central Warehouse, Kathmandu","Ward 6, Durbar Square, Bhaktapur",2990.48,COD,rainy,9854251461,1
"Central Warehouse, Kathmandu","Ward 8, Baneshwor, Kathmandu",2246.45,prepaid,rainy,9819661303,1
"Central Warehouse, Kathmandu","Ward 4, Durbar Square, Bhaktapur",1775.66,prepaid,clear,9871022363,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",467.27,cod,rainy,9818866521,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1089.91,online,foggy,9837081722,0
"Central Warehouse, Kathmandu","Ward 18, Patan Durbar Square, Lalitpur",2348.56,online,rainy,9838907833,0
"Central Warehouse, Kathmandu","Ward 9, Thamel, Kathmandu",3934.31,prepaid,foggy,9856167722,1
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",1324.67,online,foggy,9841316382,0
"Central Warehouse, Kathmandu","Ward 2, Patan Durbar Square, Lalitpur",974.34,cod,normal,9813313704,0
"Central Warehouse, Kathmandu","Ward 27, Baneshwor, Kathmandu",1622.64,online,rainy,9891800964,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1365.65,prepaid,rainy,9840936683,1
"Central Warehouse, Kathmandu","Ward 20, Baneshwor, Kathmandu",4217.32,COD,rainy,9892278848,0
"Central Warehouse, Kathmandu","Ward 19, Baneshwor, Kathmandu",1965.96,online,foggy,9895488396,0
"Central Warehouse, Kathmandu","Ward 20, Patan Durbar Square, Lalitpur",3363.65,cod,clear,9857730469,0
"Central Warehouse, Kathmandu","Ward 1, Jawalakhel, Lalitpur",1619.02,online,foggy,9815155800,0
"Central Warehouse, Kathmandu","Ward 25, Thamel, Kathmandu",898.19,cod,rainy,9844680681,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4108.54,cod,extreme,9854194394,1
"Central Warehouse, Kathmandu","Ward 26, Patan Durbar Square, Lalitpur",3260.37,COD,foggy,9896265057,1
"Central Warehouse, Kathmandu","Ward 8, Main Road, Biratnagar",4910.15,cod,rainy,9877832720,0
"Central Warehouse, Kathmandu","Ward 23, Jawalakhel, Lalitpur",1999.51,cod,extreme,9836287266,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2480.7,online,rainy,9876597954,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1127.57,prepaid,normal,9825781410,0
"Central Warehouse, Kathmandu","Ward 14, Main Road, Biratnagar",712.45,prepaid,extreme,9829406982,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",664.0,prepaid,clear,9823136577,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2260.24,prepaid,clear,9871435922,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",3173.21,COD,rainy,9864750427,0
"Central Warehouse, Kathmandu","Ward 18, Main Road, Biratnagar",126.64,online,clear,9831668210,0
"Central Warehouse, Kathmandu","Ward 22, Lakeside, Pokhara",4823.59,COD,foggy,9875053054,0
"Central Warehouse, Kathmandu","Ward 32, Patan Durbar Square, Lalitpur",418.89,online,foggy,9892551658,0
"Central Warehouse, Kathmandu","Ward 30, Main Road, Biratnagar",3384.35,cod,foggy,9838807539,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1185.91,cod,foggy,9883017169,0
"Central Warehouse, Kathmandu","Ward 9, Baneshwor, Kathmandu",4292.2,COD,clear,9853347591,0
"Central Warehouse, Kathmandu","Ward 5, Thamel, Kathmandu",742.65,cod,foggy,9899223658,0
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",2609.52,cod,foggy,9892987154,0
"Central Warehouse, Kathmandu","Ward 18, Jawalakhel, Lalitpur",3726.69,COD,rainy,9816619422,1
"Central Warehouse, Kathmandu","Ward 12, Thamel, Kathmandu",1038.5,prepaid,rainy,9842439520,0
"Central Warehouse, Kathmandu","Ward 16, Thamel, Kathmandu",298.24,COD,extreme,9883446761,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1422.08,cod,foggy,9878948904,1
"Central Warehouse, Kathmandu","Ward 24, Baneshwor, Kathmandu",1995.81,online,foggy,9826003861,0
"Central Warehouse, Kathmandu","Ward 1, Durbar Square, Bhaktapur",1929.92,COD,extreme,9847362440,1
"Central Warehouse, Kathmandu","Ward 24, Baneshwor, Kathmandu",4500.19,cod,extreme,9836473849,1
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",2980.37,online,normal,9845186218,0
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",4854.79,prepaid,clear,9853933829,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4692.04,prepaid,foggy,9853123484,1
"Central Warehouse, Kathmandu","Ward 21, Jawalakhel, Lalitpur",897.7,prepaid,extreme,9812286877,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",728.1,COD,rainy,9843748900,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1635.75,COD,rainy,9858345437,0
"Central Warehouse, Kathmandu","Ward 30, Durbar Square, Bhaktapur",2823.85,COD,clear,9835385304,1
"Central Warehouse, Kathmandu","Ward 13, Main Road, Biratnagar",2568.51,prepaid,extreme,9879373288,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",630.13,COD,clear,9889532028,0
"Central Warehouse, Kathmandu","Ward 5, Baneshwor, Kathmandu",338.25,COD,normal,9863222171,0
"Central Warehouse, Kathmandu","Ward 30, Baneshwor, Kathmandu",3464.56,COD,clear,9882800378,0
"Central Warehouse, Kathmandu","Ward 26, Jawalakhel, Lalitpur",176.71,cod,rainy,9857165781,1
"Central Warehouse, Kathmandu","Ward 11, Baneshwor, Kathmandu",3186.68,prepaid,clear,9816042768,0
"Central Warehouse, Kathmandu","Ward 13, Jawalakhel, Lalitpur",3780.8,cod,clear,9837305254,0
"Central Warehouse, Kathmandu","Ward 29, Jawalakhel, Lalitpur",3755.64,online,normal,9811256078,0
"Central Warehouse, Kathmandu","Ward 31, Thamel, Kathmandu",1343.06,online,rainy,9885338216,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4376.1,online,clear,9848059320,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3127.69,online,clear,9897724154,0
"Central Warehouse, Kathmandu","Ward 16, Thamel, Kathmandu",3164.44,online,rainy,9870783957,0
"Central Warehouse, Kathmandu","Ward 3, Durbar Square, Bhaktapur",2026.71,online,normal,9849451992,0
"Central Warehouse, Kathmandu","Ward 8, Durbar Square, Bhaktapur",3276.95,online,extreme,9822239290,0
"Central Warehouse, Kathmandu","Ward 18, Thamel, Kathmandu",4601.17,cod,extreme,9897305677,1
"Central Warehouse, Kathmandu","Ward 32, Baneshwor, Kathmandu",2363.78,prepaid,rainy,9831186329,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2430.58,cod,rainy,9821054568,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",309.26,COD,normal,9858290689,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3927.09,prepaid,clear,9895576292,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",914.78,COD,normal,9863148827,1
"Central Warehouse, Kathmandu","Ward 6, Jawalakhel, Lalitpur",2761.31,prepaid,extreme,9899768938,1
"Central Warehouse, Kathmandu","Ward 26, Thamel, Kathmandu",905.66,prepaid,foggy,9858734820,0
"Central Warehouse, Kathmandu","Ward 19, Baneshwor, Kathmandu",694.38,online,extreme,9823038716,0
"Central Warehouse, Kathmandu","Ward 9, Lakeside, Pokhara",2898.64,prepaid,foggy,9890653916,1
"Central Warehouse, Kathmandu","Ward 25, Lakeside, Pokhara",611.72,prepaid,clear,9811130308,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1570.38,prepaid,clear,9860279192,0
"Central Warehouse, Kathmandu","Ward 20, Patan Durbar Square, Lalitpur",970.79,online,rainy,9888410390,0
"Central Warehouse, Kathmandu","Ward 16, Baneshwor, Kathmandu",1649.42,online,foggy,9830480858,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",3778.94,prepaid,foggy,9839900738,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3363.01,cod,normal,9812196263,0
"Central Warehouse, Kathmandu","Ward 21, Thamel, Kathmandu",4781.56,cod,normal,9858221607,1
"Central Warehouse, Kathmandu","Ward 13, Jawalakhel, Lalitpur",331.74,online,extreme,9876003538,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",1675.56,COD,rainy,9853920577,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3713.31,prepaid,foggy,9880604967,1
